year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,,,2631.72,
,,,,3550.2,
,,,,0.68,
,,,,37.0,
,,,,33775.41,
,,,,9.0,
,,,,2.5,
,,,,103826.07,
,,,,5970.6,
,,,,2631.72,
,,,,3550.2,
,,,,0.68,
,,,,37.0,
,,,,37.0,
,,,,18418.65,
,,,,2320.8,
,,,,8665.0,
,,,,52384.0,
,,,,2320.8,
,,,,13864.0,
,,,,52384.0,
,,,,2320.8,
,,,,8665.0,
,,,,39288.0,
,,,,2320.8,
,,,,8665.0,
,,,,52384.0,
,,,,43289.6,
,,,,31292.4,
,,,,155.0,
,,,,46736.0,
,,,,48560.1,
,,,,95.0,
,,,,21741.0,
,,,,4565.5,
,,,,11130.0,
,,,,8906.4,
,,,,3.4,
,,,,44140.8,
,,,,31906.5,
,,,,155.0,
,,,,47656.0,
,,,,49502.1,
,,,,95.0,
,,,,22170.0,
,,,,4653.0,
,,,,11352.0,
,,,,9079.2,
,,,,3.4,
,,,,0.0,
,,,,25159.24,
,,,,1416.0,
,,,,2225.6,
,,,,1527.36,
,,,,2400.8,
,,,,3810.8,
,,,,612.6,
,,,,1416.0,
,,,,1112.8,
,,,,4110.4,
,,,,660.8,
,,,,1527.36,
,,,,1200.4,
,,,,3020.64,
,,,,4888.0,
,,,,2396.2,
,,,,3258.24,
,,,,5272.4,
,,,,2584.6,
,,,,19999.2,
,,,,21572.4,
,,,,1510.32,
,,,,4888.0,
,,,,2396.2,
,,,,1629.12,
,,,,5272.4,
,,,,2584.6,
,,,,708.0,
,,,,4451.2,
,,,,763.68,
,,,,4801.6,
,,,,1697.64,
,,,,1768.32,
,,,,8488.2,
,,,,8841.6,
,,,,22944.6,
,,,,2848.8,
,,,,20822.4,
,,,,4279.2,
,,,,7737.6,
,,,,22944.6,
,,,,2848.8,
,,,,20822.4,
,,,,4279.2,
,,,,8553.6,
,,,,1064.6,
,,,,5184.48,
,,,,1064.6,
,,,,5554.8,
,,,,763.68,
,,,,660.8,
,,,,794.16,
,,,,687.4,
,,,,76956.0,
,,,,59637.6,
,,,,26598.0,
,,,,30873.6,
,,,,36396.0,
,,,,300.0,
,,,,76956.0,
,,,,59637.6,
,,,,27651.0,
,,,,30873.6,
,,,,36396.0,
,,,,300.0,
,,,,92017.2,
,,,,181468.8,
,,,,36396.0,
,,,,15364.0,
,,,,95700.0,
,,,,188707.2,
,,,,37854.0,
,,,,15980.4,
,,,,76956.0,
,,,,101072.4,
,,,,83289.6,
,,,,76956.0,
,,,,102098.4,
,,,,83289.6,
,,,,92017.2,
,,,,179654.4,
,,,,36396.0,
,,,,15364.0,
,,,,92017.2,
,,,,181468.8,
,,,,36396.0,
,,,,15364.0,
,,,,685.2,
,,,,692.16,
,,,,107.8,
,,,,6693.6,
,,,,5373.6,
,,,,4730.7,
,,,,7796.4,
,,,,6693.6,
,,,,5373.6,
,,,,8733.6,
,,,,7796.4,
,,,,95700.0,
,,,,5627.2,
,,,,95700.0,
,,,,5741.6,
,,,,43308.8,
,,,,45036.8,
,,,,3868.7,
,,,,4023.8,
,,,,11676.6,
,,,,11794.8,
,,,,24425.52,
,,,,24950.8,
,,,,24950.8,
,,,,51214.8,
,,,,18469.08,
,,,,6.0,
,,,,17334.24,
,,,,6.0,
,,,,31.96,
,,,,40.0,
,,,,195.84,
,,,,40.0,
,,,,8853.24,
,,,,4104.36,
,,,,106051.0,
,,,,107035.5,
,,,,17334.24,
,,,,6.0,
,,,,22587.04,
,,,,6.0,
,,,,24425.52,
,,,,16096.2,
,,,,160.0,
,,,,40185.6,
,,,,40.0,
,,,,40341.0,
,,,,35.0,
,,,,40544.4,
,,,,35.0,
,,,,87897.6,
,,,,34986.0,
,,,,110.0,
,,,,88345.6,
,,,,35162.4,
,,,,110.0,
,,,,201094.8,
,,,,210.0,
,,,,202111.8,
,,,,210.0,
,,,,37485.0,
,,,,75.0,
,,,,117282.0,
,,,,60.0,
,,,,119869.2,
,,,,35913.6,
,,,,54000.0,
,,,,53971.2,
,,,,117871.6,
,,,,60.0,
,,,,120476.4,
,,,,43948.8,
,,,,35913.6,
,,,,54000.0,
,,,,53971.2,
,,,,117871.6,
,,,,60.0,
,,,,120476.4,
,,,,35913.6,
,,,,54000.0,
,,,,53971.2,
,,,,117871.6,
,,,,60.0,
,,,,121690.8,
,,,,63926.4,
,,,,102992.0,
,,,,160.0,
,,,,39984.0,
,,,,40.0,
,,,,64243.2,
,,,,103516.8,
,,,,18645.2,
,,,,29830.0,
,,,,125.0,
,,,,71184.0,
,,,,37674.0,
,,,,75.0,
,,,,44172.8,
,,,,18737.6,
,,,,29982.0,
,,,,125.0,
,,,,71544.0,
,,,,35740.8,
,,,,53740.8,
,,,,53697.6,
,,,,192403.2,
,,,,427273.6,
,,,,193372.8,
,,,,429416.0,
,,,,0.0,
,,,,0.0,
,,,,10988.4,
,,,,0.0,
,,,,10988.4,
,,,,0.0,
,,,,10988.4,
,,,,2.04,
,,,,263088.0,
,,,,273484.8,
,,,,142712.01,
,,,,235683.0,
,,,,235683.0,
,,,,263088.0,
,,,,96232.18,
,,,,44964.0,
,,,,49959.0,
,,,,10842.6,
,,,,4791.0,
,,,,9579.0,
,,,,14682.0,
,,,,13641.6,
,,,,12607.2,
,,,,5571.0,
,,,,11139.0,
,,,,17073.0,
,,,,15862.2,
,,,,11097.0,
,,,,2325.6,
,,,,11932.2,
,,,,2500.8,
,,,,392.4,
,,,,1479.6,
,,,,1162.8,
,,,,458.7,
,,,,1590.96,
,,,,1250.4,
,,,,1280.4,
,,,,4438.8,
,,,,2325.6,
,,,,1376.8,
,,,,4772.88,
,,,,2500.8,
,,,,7398.0,
,,,,2325.6,
,,,,709.2,
,,,,7954.8,
,,,,2500.8,
,,,,762.6,
,,,,640.2,
,,,,3699.0,
,,,,1162.8,
,,,,688.4,
,,,,3977.4,
,,,,1250.4,
,,,,28233.0,
,,,,28996.8,
,,,,11396.0,
,,,,2992.0,
,,,,43064.0,
,,,,12652.97,
,,,,43210.2,
,,,,38130.0,
,,,,9883.2,
,,,,30978.0,
,,,,31819.2,
,,,,12504.0,
,,,,3280.0,
,,,,47248.0,
,,,,13882.33,
,,,,47414.4,
,,,,41832.0,
,,,,10844.4,
,,,,28996.8,
,,,,11396.0,
,,,,6080.4,
,,,,9142.2,
,,,,10152.0,
,,,,1457.4,
,,,,1681.56,
,,,,5234.0,
,,,,6219.48,
,,,,1757.8,
,,,,31180.8,
,,,,12254.0,
,,,,6539.4,
,,,,9828.0,
,,,,10917.0,
,,,,1567.2,
,,,,1808.16,
,,,,5628.0,
,,,,6687.6,
,,,,1890.1,
,,,,5560.0,
,,,,1267.0,
,,,,10809.6,
,,,,9883.2,
,,,,6224.4,
,,,,4437.12,
,,,,43210.2,
,,,,3047.4,
,,,,6094.8,
,,,,22334.4,
,,,,5979.2,
,,,,1362.0,
,,,,11625.6,
,,,,10627.2,
,,,,6692.4,
,,,,4771.08,
,,,,46464.0,
,,,,3276.0,
,,,,6552.0,
,,,,24017.4,
,,,,45030.0,
,,,,48412.0,
,,,,15712.8,
,,,,1681.56,
,,,,13311.36,
,,,,6274.2,
,,,,16896.0,
,,,,1808.16,
,,,,14313.24,
,,,,6746.4,
,,,,4740.0,
,,,,5364.0,
,,,,2370.0,
,,,,2682.0,
,,,,28996.8,
,,,,8772.98,
,,,,14456.4,
,,,,31180.8,
,,,,9433.6,
,,,,15544.8,
,,,,3047.4,
,,,,8874.24,
,,,,1165.92,
,,,,3363.12,
,,,,3276.0,
,,,,9542.16,
,,,,1253.76,
,,,,3616.32,
,,,,6094.8,
,,,,4941.6,
,,,,6224.4,
,,,,6552.0,
,,,,5313.6,
,,,,6692.4,
,,,,12710.0,
,,,,14824.8,
,,,,6080.4,
,,,,4818.8,
,,,,1457.4,
,,,,3418.8,
,,,,13666.0,
,,,,15940.8,
,,,,6539.4,
,,,,5181.6,
,,,,1567.2,
,,,,3676.2,
,,,,2534.4,
,,,,2450.8,
,,,,2586.24,
,,,,2500.8,
,,,,6774.0,
,,,,10176.0,
,,,,2282.4,
,,,,2450.8,
,,,,10167.0,
,,,,9349.2,
,,,,1459.6,
,,,,7266.0,
,,,,10920.0,
,,,,10917.0,
,,,,10038.6,
,,,,1567.2,
,,,,1191.6,
,,,,1279.4,
,,,,3274.1,
,,,,29040.0,
,,,,762.48,
,,,,4023.0,
,,,,844.8,
,,,,4023.0,
,,,,710.16,
,,,,3744.0,
,,,,762.48,
,,,,4023.0,
,,,,6468.0,
,,,,448.8,
,,,,6944.4,
,,,,482.4,
,,,,499.2,
,,,,536.4,
,,,,3511.9,
,,,,31180.8,
,,,,3052.8,
,,,,2033.4,
,,,,4949.4,
,,,,3276.0,
,,,,2183.4,
,,,,5313.6,
,,,,28233.0,
,,,,28996.8,
,,,,11396.0,
,,,,2992.0,
,,,,43064.0,
,,,,12652.97,
,,,,14614.4,
,,,,1092.0,
,,,,5313.6,
,,,,1524.96,
,,,,1092.0,
,,,,5313.6,
,,,,1689.6,
,,,,1747.2,
,,,,2088.6,
,,,,7502.0,
,,,,1877.4,
,,,,2242.2,
,,,,8055.04,
,,,,558.0,
,,,,1420.32,
,,,,1017.6,
,,,,599.2,
,,,,1524.96,
,,,,1092.0,
,,,,10860.2,
,,,,9883.2,
,,,,28233.0,
,,,,28996.8,
,,,,11396.0,
,,,,2992.0,
,,,,43064.0,
,,,,12652.97,
,,,,43210.2,
,,,,38130.0,
,,,,9883.2,
,,,,3737.0,
,,,,1092.0,
,,,,2183.4,
,,,,1524.96,
,,,,3737.0,
,,,,1092.0,
,,,,2183.4,
,,,,1689.6,
,,,,3481.0,
,,,,1017.6,
,,,,2033.4,
,,,,1420.32,
,,,,3737.0,
,,,,1092.0,
,,,,2183.4,
,,,,1524.96,
,,,,748.8,
,,,,3116.4,
,,,,4949.4,
,,,,1141.2,
,,,,804.6,
,,,,3346.2,
,,,,5313.6,
,,,,1225.4,
,,,,15531.2,
,,,,14205.2,
,,,,5726.88,
,,,,599.2,
,,,,1524.96,
,,,,1092.0,
,,,,1017.6,
,,,,599.2,
,,,,4949.4,
,,,,1420.32,
,,,,1092.0,
,,,,5313.6,
,,,,1524.96,
,,,,1689.6,
,,,,1092.0,
,,,,5560.0,
,,,,1267.0,
,,,,10809.6,
,,,,9883.2,
,,,,6224.4,
,,,,4437.12,
,,,,20526.48,
,,,,3047.4,
,,,,6094.8,
,,,,22334.4,
,,,,5560.0,
,,,,1267.0,
,,,,10809.6,
,,,,9883.2,
,,,,6224.4,
,,,,4437.12,
,,,,2287.44,
,,,,2450.8,
,,,,2534.4,
,,,,2450.8,
,,,,2130.48,
,,,,2282.4,
,,,,2287.44,
,,,,2450.8,
,,,,1524.96,
,,,,1567.2,
,,,,1494.8,
,,,,1689.6,
,,,,1567.2,
,,,,1494.8,
,,,,1420.32,
,,,,1459.6,
,,,,1392.4,
,,,,1524.96,
,,,,1567.2,
,,,,1494.8,
,,,,1524.96,
,,,,1567.2,
,,,,1689.6,
,,,,1567.2,
,,,,1420.32,
,,,,1459.6,
,,,,1524.96,
,,,,1567.2,
,,,,43210.2,
,,,,3047.4,
,,,,6094.8,
,,,,22334.4,
,,,,6774.0,
,,,,10176.0,
,,,,10167.0,
,,,,9349.2,
,,,,583.84,
,,,,6774.0,
,,,,10176.0,
,,,,10167.0,
,,,,9349.2,
,,,,1459.6,
,,,,12.0,
,,,,12.0,
,,,,1420.32,
,,,,583.84,
,,,,1392.4,
,,,,1420.32,
,,,,1459.6,
,,,,1392.4,
,,,,15458.4,
,,,,30254.4,
,,,,3544.32,
,,,,15458.4,
,,,,32788.8,
,,,,3544.32,
,,,,30873.6,
,,,,11958.4,
,,,,1362.0,
,,,,5670.9,
,,,,1808.4,
,,,,32107.2,
,,,,12435.2,
,,,,1417.0,
,,,,5897.1,
,,,,1880.76,
,,,,30254.4,
,,,,11721.6,
,,,,1335.0,
,,,,5557.5,
,,,,1772.16,
,,,,30873.6,
,,,,11958.4,
,,,,1362.0,
,,,,5670.9,
,,,,1808.4,
,,,,3336.3,
,,,,1790.04,
,,,,18198.0,
,,,,1790.04,
,,,,45016.29,
,,,,32155.5,
,,,,45084.6,
,,,,39780.0,
,,,,9903.27,
,,,,80.0,
,,,,33840.0,
,,,,20314.4,
,,,,80.0,
,,,,33840.0,
,,,,23.37,
,,,,237.65,
,,,,30065.31,
,,,,29457.0,
,,,,1772.16,
,,,,30254.4,
,,,,29457.0,
,,,,1772.16,
,,,,2.85,
,,,,109.25,
,,,,0.95,
,,,,9.69,
,,,,29.1,
,,,,2.85,
,,,,1516.5,
,,,,1790.04,
,,,,237.65,
,,,,3336.3,
,,,,1790.04,
,,,,237.65,
,,,,29876.22,
,,,,29457.0,
,,,,1772.16,
,,,,2.85,
,,,,30065.31,
,,,,29457.0,
,,,,1772.16,
,,,,5586.46,
,,,,80.0,
,,,,33840.0,
,,,,23.37,
,,,,9903.27,
,,,,80.0,
,,,,33840.0,
,,,,23.37,
,,,,2.85,
,,,,43.65,
,,,,0.58,
,,,,5762.7,
,,,,17103.0,
,,,,1188.0,
,,,,10003.11,
,,,,40.0,
,,,,19293.0,
,,,,8492.4,
,,,,17103.0,
,,,,1188.0,
,,,,10259.6,
,,,,40.0,
,,,,19293.0,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,6925.23,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,5762.7,
,,,,17103.0,
,,,,1188.0,
,,,,10003.11,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,1.16,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,6412.25,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,6925.23,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,9.7,
,,,,2656.0,
,,,,7717.2,
,,,,606.6,
,,,,2656.0,
,,,,7717.2,
,,,,1213.2,
,,,,2402.0,
,,,,157.6,
,,,,2269.2,
,,,,3279.6,
,,,,5265.0,
,,,,3705.0,
,,,,2549.2,
,,,,168.2,
,,,,2407.2,
,,,,3480.0,
,,,,5586.0,
,,,,3931.4,
,,,,1201.0,
,,,,157.6,
,,,,2269.2,
,,,,3279.6,
,,,,5265.0,
,,,,3705.0,
,,,,2402.0,
,,,,157.6,
,,,,2269.2,
,,,,3279.6,
,,,,5265.0,
,,,,3705.0,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,5899.27,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,1.16,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,6412.25,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,1.16,
,,,,19.2,
,,,,1.16,
,,,,29.1,
,,,,3942.9,
,,,,17103.0,
,,,,1188.0,
,,,,5899.27,
,,,,40.0,
,,,,19293.0,
,,,,2123.1,
,,,,17103.0,
,,,,1188.0,
,,,,5899.27,
,,,,40.0,
,,,,19293.0,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,1.16,
,,,,1.16,
,,,,43.65,
,,,,0.58,
,,,,6.96,
,,,,29.1,
,,,,1.16,
,,,,1.16,
,,,,79473.6,
,,,,84355.2,
,,,,25852.5,
,,,,25.0,
,,,,4019.4,
,,,,13371.12,
,,,,5371.8,
,,,,0.68,
,,,,25852.5,
,,,,25.0,
,,,,4019.4,
,,,,13371.12,
,,,,727.2,
,,,,0.68,
,,,,32230.8,
,,,,3133.6,
,,,,7230.72,
,,,,29997.02,
,,,,32230.8,
,,,,3133.6,
,,,,7230.72,
,,,,37237.68,
,,,,6.72,
,,,,3448.99,
,,,,14592.0,
,,,,16000.0,
,,,,9850.12,
,,,,1.36,
,,,,14688.0,
,,,,1.36,
,,,,4.8,
,,,,37566.75,
,,,,5626.2,
,,,,3133.6,
,,,,38530.0,
,,,,5626.2,
,,,,3133.6,
,,,,4000.0,
,,,,1200.0,
,,,,4675.0,
,,,,4250.0,
,,,,7159.2,
,,,,3845.0,
,,,,1153.68,
,,,,4494.8,
,,,,4086.0,
,,,,6883.8,
,,,,5513.58,
,,,,37370.43,
,,,,44272.9,
,,,,90609.68,
,,,,86.0,
,,,,92383.42,
,,,,86.0,
,,,,21.0,
,,,,3360.0,
,,,,5900.0,
,,,,6000.0,
,,,,0.0,
,,,,17400.0,
,,,,17110.0,
,,,,17400.0,
,,,,24.0,
,,,,3840.0,
,,,,12280.0,
,,,,858.0,
,,,,14500.0,
,,,,0.0,
,,,,0.0,
,,,,43500.0,
,,,,31928.0,
,,,,2230.8,
,,,,43500.0,
,,,,0.0,
,,,,0.0,
,,,,7250.0,
,,,,6140.0,
,,,,429.0,
,,,,7250.0,
,,,,0.0,
,,,,0.0,
,,,,14500.0,
,,,,31928.0,
,,,,2230.8,
,,,,31933.2,
,,,,2314.0,
,,,,12280.0,
,,,,858.0,
,,,,14500.0,
,,,,12282.0,
,,,,890.0,
,,,,14500.0,
,,,,445.0,
,,,,7250.0,
,,,,6140.0,
,,,,429.0,
,,,,7250.0,
,,,,6141.0,
,,,,130070.04,
,,,,135272.12,
,,,,65035.02,
,,,,67636.06,
,,,,25344.0,
,,,,44000.0,
,,,,23232.0,
,,,,48000.0,
,,,,23988.0,
,,,,14736.0,
,,,,24948.0,
,,,,15325.0,
,,,,43589.0,
,,,,41832.0,
,,,,45331.0,
,,,,43500.0,
,,,,14400.0,
,,,,20190.0,
,,,,37512.0,
,,,,39012.0,
,,,,15552.0,
,,,,26400.0,
,,,,25344.0,
,,,,44000.0,
,,,,17073.0,
,,,,43377.6,
,,,,52874.0,
,,,,15594.6,
,,,,17754.0,
,,,,45115.2,
,,,,54990.0,
,,,,16220.4,
,,,,37512.0,
,,,,39012.0,
,,,,30711.2,
,,,,2132.0,
,,,,31928.0,
,,,,2230.8,
,,,,35366.4,
,,,,21258.0,
,,,,36780.0,
,,,,22107.6,
,,,,9037.0,
,,,,27316.8,
,,,,7416.0,
,,,,54222.0,
,,,,11139.0,
,,,,52874.0,
,,,,17228.4,
,,,,7996.0,
,,,,18451.2,
,,,,44208.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,37512.0,
,,,,26824.0,
,,,,9399.0,
,,,,28406.4,
,,,,7716.0,
,,,,56394.0,
,,,,11586.0,
,,,,54990.0,
,,,,17917.8,
,,,,8316.0,
,,,,19189.2,
,,,,45975.0,
,,,,14318.4,
,,,,7160.0,
,,,,33091.2,
,,,,31933.2,
,,,,39012.0,
,,,,27896.0,
,,,,60672.24,
,,,,85655.88,
,,,,63099.0,
,,,,89083.8,
,,,,68240.4,
,,,,70970.4,
,,,,17996.8,
,,,,1919.4,
,,,,18716.8,
,,,,1996.2,
,,,,63638.4,
,,,,66182.4,
,,,,29530.0,
,,,,2050.0,
,,,,30700.0,
,,,,2145.0,
,,,,19287.0,
,,,,20057.0,
,,,,15594.6,
,,,,16220.4,
,,,,88712.52,
,,,,51663.36,
,,,,24342.0,
,,,,92261.52,
,,,,0.0,
,,,,0.0,
,,,,41832.0,
,,,,0.0,
,,,,0.0,
,,,,43500.0,
,,,,0.0,
,,,,0.0,
,,,,6972.0,
,,,,0.0,
,,,,0.0,
,,,,7250.0,
,,,,25862.4,
,,,,26899.2,
,,,,30711.2,
,,,,2132.0,
,,,,31928.0,
,,,,53729.76,
,,,,25315.8,
,,,,22878.0,
,,,,3058.0,
,,,,5472.0,
,,,,2152.0,
,,,,42679.56,
,,,,23790.0,
,,,,3180.0,
,,,,5692.0,
,,,,2238.0,
,,,,44387.04,
,,,,11090.0,
,,,,2822.55,
,,,,38574.0,
,,,,11532.0,
,,,,2935.2,
,,,,40114.0,
,,,,9448.0,
,,,,7882.18,
,,,,9825.6,
,,,,8198.2,
,,,,4515.0,
,,,,4698.0,
,,,,17073.0,
,,,,37955.4,
,,,,42299.2,
,,,,4455.6,
,,,,5571.0,
,,,,17754.0,
,,,,39475.8,
,,,,43992.0,
,,,,4634.4,
,,,,5793.0,
,,,,13412.0,
,,,,13948.0,
,,,,3442.0,
,,,,15909.6,
,,,,1250.4,
,,,,18896.0,
,,,,3580.0,
,,,,16545.6,
,,,,1300.4,
,,,,19651.2,
,,,,5742.8,
,,,,3198.4,
,,,,18451.2,
,,,,17683.2,
,,,,9637.32,
,,,,5972.6,
,,,,3326.4,
,,,,19189.2,
,,,,18390.0,
,,,,10022.88,
,,,,6252.0,
,,,,6502.0,
,,,,13648.08,
,,,,14194.08,
,,,,21688.8,
,,,,8911.2,
,,,,4456.8,
,,,,6829.2,
,,,,9225.6,
,,,,6396.8,
,,,,29472.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,18756.0,
,,,,25862.4,
,,,,26899.2,
,,,,26824.0,
,,,,22557.6,
,,,,9268.8,
,,,,4634.4,
,,,,7101.6,
,,,,9594.6,
,,,,6652.8,
,,,,30650.0,
,,,,14318.4,
,,,,7160.0,
,,,,33091.2,
,,,,31933.2,
,,,,19506.0,
,,,,27896.0,
,,,,0.0,
,,,,0.0,
,,,,13944.0,
,,,,0.0,
,,,,0.0,
,,,,2230.8,
,,,,20472.12,
,,,,21291.12,
,,,,20224.08,
,,,,28551.96,
,,,,21033.0,
,,,,29694.6,
,,,,76692.0,
,,,,61695.2,
,,,,23276.16,
,,,,57861.0,
,,,,79750.0,
,,,,64160.8,
,,,,24209.28,
,,,,60171.0,
,,,,22496.0,
,,,,14500.0,
,,,,23396.0,
,,,,5906.0,
,,,,410.0,
,,,,6140.0,
,,,,429.0,
,,,,41832.0,
,,,,43500.0,
,,,,5793.0,
,,,,18518.4,
,,,,16521.12,
,,,,15747.2,
,,,,17182.08,
,,,,16377.2,
,,,,59389.2,
,,,,11812.0,
,,,,820.0,
,,,,12280.0,
,,,,858.0,
,,,,13648.08,
,,,,14194.08,
,,,,4499.2,
,,,,4679.2,
,,,,10844.4,
,,,,2227.8,
,,,,1114.2,
,,,,1599.2,
,,,,2947.2,
,,,,2753.52,
,,,,688.4,
,,,,7954.8,
,,,,11810.0,
,,,,12504.0,
,,,,13412.0,
,,,,11278.8,
,,,,2317.2,
,,,,1158.6,
,,,,1663.2,
,,,,3837.84,
,,,,3065.0,
,,,,2863.68,
,,,,716.0,
,,,,8272.8,
,,,,12282.0,
,,,,13004.0,
,,,,3690.24,
,,,,4310.4,
,,,,4483.2,
,,,,20224.08,
,,,,28551.96,
,,,,21033.0,
,,,,29694.6,
,,,,2249.6,
,,,,2339.6,
,,,,13948.0,
,,,,10844.4,
,,,,6829.2,
,,,,14736.0,
,,,,9225.6,
,,,,8260.56,
,,,,3442.0,
,,,,15909.6,
,,,,30706.0,
,,,,13412.0,
,,,,18756.0,
,,,,11278.8,
,,,,7101.6,
,,,,15325.0,
,,,,9594.6,
,,,,8591.04,
,,,,3580.0,
,,,,16545.6,
,,,,31933.2,
,,,,13948.0,
,,,,19506.0,
,,,,6896.64,
,,,,7173.12,
,,,,40448.16,
,,,,57103.92,
,,,,42066.0,
,,,,42918.4,
,,,,41832.0,
,,,,47414.4,
,,,,44633.6,
,,,,43500.0,
,,,,49315.2,
,,,,20224.08,
,,,,28551.96,
,,,,32533.2,
,,,,17073.0,
,,,,14832.0,
,,,,11142.0,
,,,,6683.4,
,,,,21033.0,
,,,,29694.6,
,,,,33836.4,
,,,,17754.0,
,,,,15432.0,
,,,,11586.0,
,,,,6951.6,
,,,,378.62,
,,,,393.8,
,,,,3010.0,
,,,,3132.0,
,,,,8620.8,
,,,,13944.0,
,,,,8966.4,
,,,,14500.0,
,,,,3327.0,
,,,,3459.6,
,,,,4499.2,
,,,,2879.1,
,,,,4679.2,
,,,,2994.3,
,,,,2152.0,
,,,,2238.0,
,,,,31819.2,
,,,,33091.2,
,,,,60672.24,
,,,,85655.88,
,,,,63099.0,
,,,,89083.8,
,,,,27111.0,
,,,,20487.6,
,,,,5571.0,
,,,,17798.4,
,,,,28197.0,
,,,,21304.8,
,,,,0.0,
,,,,38760.0,
,,,,21688.8,
,,,,1969.2,
,,,,4456.8,
,,,,6829.2,
,,,,9225.6,
,,,,6396.8,
,,,,29472.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,18756.0,
,,,,26824.0,
,,,,21688.8,
,,,,8911.2,
,,,,4456.8,
,,,,6829.2,
,,,,9225.6,
,,,,6396.8,
,,,,29472.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,18756.0,
,,,,26824.0,
,,,,5909.4,
,,,,0.0,
,,,,76000.0,
,,,,11790.56,
,,,,9037.0,
,,,,27316.8,
,,,,7416.0,
,,,,54222.0,
,,,,11139.0,
,,,,28176.03,
,,,,17228.4,
,,,,7996.0,
,,,,18451.2,
,,,,44208.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,37512.0,
,,,,26824.0,
,,,,9037.0,
,,,,27316.8,
,,,,7416.0,
,,,,54222.0,
,,,,11139.0,
,,,,52874.0,
,,,,17228.4,
,,,,7996.0,
,,,,18451.2,
,,,,44208.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,37512.0,
,,,,26824.0,
,,,,8080.6,
,,,,15594.6,
,,,,7344.0,
,,,,1104.8,
,,,,7344.0,
,,,,8080.6,
,,,,7344.0,
,,,,4969.8,
,,,,0.0,
,,,,8690.0,
,,,,1104.8,
,,,,7106.0,
,,,,4969.8,
,,,,1104.8,
,,,,7344.0,
,,,,4969.8,
,,,,76692.0,
,,,,61695.2,
,,,,19684.16,
,,,,57861.0,
,,,,76692.0,
,,,,61695.2,
,,,,23276.16,
,,,,57861.0,
,,,,17073.0,
,,,,37955.4,
,,,,42299.2,
,,,,3741.6,
,,,,5571.0,
,,,,17073.0,
,,,,37955.4,
,,,,42299.2,
,,,,4455.6,
,,,,5571.0,
,,,,17073.0,
,,,,37955.4,
,,,,42299.2,
,,,,2268.0,
,,,,5571.0,
,,,,17073.0,
,,,,37955.4,
,,,,42299.2,
,,,,3741.6,
,,,,5571.0,
,,,,1133.6,
,,,,9037.0,
,,,,27316.8,
,,,,7416.0,
,,,,54222.0,
,,,,3020.8,
,,,,28176.03,
,,,,17228.4,
,,,,7996.0,
,,,,18451.2,
,,,,44208.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,37512.0,
,,,,26824.0,
,,,,11790.56,
,,,,9037.0,
,,,,27316.8,
,,,,7416.0,
,,,,54222.0,
,,,,11139.0,
,,,,28176.03,
,,,,17228.4,
,,,,7996.0,
,,,,18451.2,
,,,,44208.0,
,,,,13767.6,
,,,,6884.0,
,,,,31819.2,
,,,,30706.0,
,,,,37512.0,
,,,,26824.0,
,,,,11790.56,
,,,,234.0,
,,,,88712.52,
,,,,15683.52,
,,,,24342.0,
,,,,88712.52,
,,,,51663.36,
,,,,24342.0,
,,,,4057.48,
,,,,442.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
,,,,0.0,
