Production date,Origin and Destination country,Project Name,Amount
2007年06月,Spain (Customs):Turkey,<Submitted Budget(Dec)> FY2023_Plan (Annual),"1 182 050,00"
2007年06月,Sweden:Denmark,<Final Budget(Dec)> FY2020_Final Budget (Annual),"369 420,00"
2007年06月,Sweden:Finland,<Final Budget(Dec)> FY2021_Final Budget (Annual),"1 347 746,00"
2007年06月,Spain (Customs):Taiwan,<Final Budget(Dec)> FY2022_Plan (Annual),"9 560 074,00"
2007年06月,Spain (Customs):Sweden,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"2 618 986,00"
2007年06月,Spain (Customs):Saudi Arabia,<Final Budget(Apr)> FY2020_Final Budget (Annual),"1 161 930,00"
2007年06月,Spain (Customs):Portugal,<Final Budget(Apr)> FY2021_Final Budget (Annual),"363 132,00"
2007年06月,Spain (Customs):Russia,<Final Budget(Apr)> FY2022_Plan (Annual),"634 500,00"
2007年06月,Spain (Customs):Netherlands,<Final Budget(Apr)> FY2023_Plan (Annual),"3 807 000,00"
2007年06月,Spain (Customs):New Zealand,<Actual> May (QTD) (FY2020),"18 643 387,00"
2007年06月,Spain (Customs):Malta,<Actual> June (QTD) (FY2020),"17 075 664,00"
2007年06月,Spain (Customs):Morocco,<Actual> July (QTD) (FY2020),"8 384 880,00"
2007年06月,Spain (Customs):Ireland,<Actual> August (QTD) (FY2020),"8 567 160,00"
2007年06月,Spain (Customs):Italy,<Actual> September (QTD) (FY2020),"669 280,00"
2007年06月,Spain (Customs):Greece,<Actual> October (QTD) (FY2020),"3 854 000,00"
2007年06月,Spain (Customs):Egypt,<Actual> November (QTD) (FY2020),"130 284,00"
2007年06月,Spain (Customs):France,<Actual> December (QTD) (FY2020),"3 660 811,00"
2007年06月,Spain (Customs):Czech Republic,<Actual> January (QTD) (FY2020),"4 782 720,00"
2007年06月,Spain (Customs):Colombia,<Actual> February (QTD) (FY2020),"6 482 688,00"
2007年06月,Spain (Customs):Austria,<Actual> March (QTD) (FY2020),"669 280,00"
2007年06月,Spain (Customs):Belgium,<Actual> April (QTD) (FY2021),"3 854 000,00"
2007年06月,Spain:Turkey,<Actual> May (QTD) (FY2021),"130 284,00"
2007年06月,Spain:Thailand,<Actual> June (QTD) (FY2021),"3 660 811,00"
2007年06月,Spain (Customs):Algeria,<Actual> July (QTD) (FY2021),"4 782 720,00"
2007年06月,Spain:Taiwan,<Actual> August (QTD) (FY2021),"6 623 616,00"
2007年06月,Spain:Sweden,<Actual> September (QTD) (FY2021),"12 894 720,00"
2007年06月,Spain:Saudi Arabia,<Actual> October (QTD) (FY2021),"6 162 640,00"
2007年06月,Spain:Romania,<Actual> November (QTD) (FY2021),"14 016 000,00"
2007年06月,Spain:Russia,<Actual> December (QTD) (FY2021),"6 556 000,00"
2007年06月,Spain:Portugal,<Actual> January (QTD) (FY2021),0
2007年06月,Spain:Poland,<Actual>February (QTD) (FY2021),"131 412,00"
2007年06月,Spain:Netherlands,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"3 988 420,00"
2007年06月,Spain:New Zealand,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"2 312 400,00"
2007年06月,Spain:Malta,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"2 312 400,00"
2007年06月,Spain:Morocco,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),0
2007年06月,Spain:Latvia,<Submitted Budget(Dec)> FY2022_Plan (Annual),0
2007年06月,Spain:Italy,<Submitted Budget(Dec)> FY2023_Plan (Annual),"544 260,00"
2007年06月,Spain:Ireland,<Final Budget(Dec)> FY2020_Final Budget (Annual),"2 312 400,00"
2007年06月,Spain:Greece,<Final Budget(Dec)> FY2021_Final Budget (Annual),"7 708 000,00"
2007年06月,Spain:Egypt,<Final Budget(Dec)> FY2022_Plan (Annual),0
2007年06月,Spain:France,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"544 260,00"
2007年06月,Spain:Czech Republic,<Final Budget(Apr)> FY2020_Final Budget (Annual),"196 836,00"
2007年06月,Spain:Colombia,<Final Budget(Apr)> FY2021_Final Budget (Annual),"7 708 000,00"
2007年06月,Spain:Belgium,<Final Budget(Apr)> FY2022_Plan (Annual),"1 541 600,00"
2007年06月,Spain:Austria,<Final Budget(Apr)> FY2023_Plan (Annual),"196 836,00"
2007年06月,Spain:Algeria,<Actual> May (QTD) (FY2020),"7 708 000,00"
2007年06月,South Korea:Vietnam,<Actual> June (QTD) (FY2020),0
2007年06月,South Korea:Thailand,<Actual> July (QTD) (FY2020),"544 260,00"
2007年06月,South Korea:United States,<Actual> August (QTD) (FY2020),"2 312 400,00"
2007年06月,South Korea:Taiwan,<Actual> September (QTD) (FY2020),"7 708 000,00"
2007年06月,South Korea:Singapore,<Actual> October (QTD) (FY2020),"3 660 811,00"
2007年06月,South Korea:Philippines,<Actual> November (QTD) (FY2020),"544 260,00"
2007年06月,South Korea:Malaysia,<Actual> December (QTD) (FY2020),"3 156 708,00"
2007年06月,South Korea:Mexico,<Actual> January (QTD) (FY2020),"3 988 420,00"
2007年06月,South Korea:Indonesia,<Actual> February (QTD) (FY2020),"1 288 063,00"
2007年06月,South Korea:Japan,<Actual> March (QTD) (FY2020),"5 602 400,00"
2007年06月,South Korea:India,<Actual> April (QTD) (FY2021),"3 156 708,00"
2007年06月,South Korea:Hong Kong,<Actual> May (QTD) (FY2021),"3 988 420,00"
2007年06月,South Korea:China,<Actual> June (QTD) (FY2021),"7 708 000,00"
2007年06月,South Korea:Chile,<Actual> July (QTD) (FY2021),"3 854 000,00"
2007年06月,South Korea:Australia,<Actual> August (QTD) (FY2021),"2 033 784,00"
2007年06月,South Africa:Zimbabwe,<Actual> September (QTD) (FY2021),"5 602 400,00"
2007年06月,South Africa:Namibia,<Actual> October (QTD) (FY2021),"3 599 213,00"
2007年06月,South Africa:Mozambique,<Actual> November (QTD) (FY2021),0
2007年06月,South Africa:Swaziland,<Actual> December (QTD) (FY2021),"1 316 100,00"
2007年06月,South Africa:Malawi,<Actual> January (QTD) (FY2021),0
2007年06月,South Africa:Botswana,<Actual>February (QTD) (FY2021),0
2007年06月,Slovenia:Serbia,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"1 045 600,00"
2007年06月,Slovenia:Netherlands,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"1 840 150,00"
2007年06月,Slovenia:Macedonia,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"915 876,00"
2007年06月,Slovenia:Italy,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"252 602,00"
2007年06月,Slovakia:Bulgaria,<Submitted Budget(Dec)> FY2022_Plan (Annual),"915 876,00"
2007年06月,Slovakia:Poland,<Submitted Budget(Dec)> FY2023_Plan (Annual),"327 700,00"
2007年06月,Slovenia:Croatia,<Final Budget(Dec)> FY2020_Final Budget (Annual),"231 638,00"
2007年06月,Slovenia:Bosnia & Herzegovina,<Final Budget(Dec)> FY2021_Final Budget (Annual),"128 218,00"
2007年06月,Slovenia:Austria,<Final Budget(Dec)> FY2022_Plan (Annual),"427 694,00"
2007年06月,Slovakia:Austria,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"612 461,00"
2007年06月,Singapore:Thailand,<Final Budget(Apr)> FY2020_Final Budget (Annual),"20,04"
2007年06月,Singapore:Malaysia,<Final Budget(Apr)> FY2021_Final Budget (Annual),"1 878 750,00"
2007年06月,Singapore:Myanmar,<Final Budget(Apr)> FY2022_Plan (Annual),"1 887 000,00"
2007年06月,Singapore:Taiwan,<Final Budget(Apr)> FY2023_Plan (Annual),"2 419 200,00"
2007年06月,Serbia:Montenegro,<Actual> May (QTD) (FY2020),"1 041 163,00"
2007年06月,Serbia:Romania,<Actual> June (QTD) (FY2020),"7 842 240,00"
2007年06月,Singapore:Indonesia,<Actual> July (QTD) (FY2020),"5 548 032,00"
2007年06月,Singapore:Fiji,<Actual> August (QTD) (FY2020),"802 368,00"
2007年06月,"Singapore:Korea, South",<Actual> September (QTD) (FY2020),"273 370,00"
2007年06月,Serbia:Greece,<Actual> October (QTD) (FY2020),"372 204,00"
2007年06月,Serbia:Bulgaria,<Actual> November (QTD) (FY2020),"53 200,00"
2007年06月,Serbia:Bosnia & Herzegovina,<Actual> December (QTD) (FY2020),"1 436 400,00"
2007年06月,Russia:Mongolia,<Actual> January (QTD) (FY2020),"8 423 957,00"
2007年06月,Russia:Ukraine,<Actual> February (QTD) (FY2020),"1 207 080,00"
2007年06月,Russia:Lithuania,<Actual> March (QTD) (FY2020),"219 600,00"
2007年06月,Russia:Kazakhstan,<Actual> April (QTD) (FY2021),"165 420,00"
2007年06月,Russia:Germany,<Actual> May (QTD) (FY2021),"1 436 400,00"
2007年06月,Russia:Georgia,<Actual> June (QTD) (FY2021),"1 419 900,00"
2007年06月,Russia:Belarus,<Actual> July (QTD) (FY2021),"258 000,00"
2007年06月,Russia:Azerbaijan,<Actual> August (QTD) (FY2021),"958 000,00"
2007年06月,Russia:Armenia,<Actual> September (QTD) (FY2021),"131 940,00"
2007年06月,Romania:Moldova,<Actual> October (QTD) (FY2021),"83 700,00"
2007年06月,Qatar:Singapore,<Actual> November (QTD) (FY2021),"774 000,00"
2007年06月,Qatar:Morocco,<Actual> December (QTD) (FY2021),"768 664,00"
2007年06月,Qatar:Madagascar,<Actual> January (QTD) (FY2021),"370 000,00"
2007年06月,Qatar:Switzerland,<Actual>February (QTD) (FY2021),"88 800,00"
2007年06月,Qatar:United Arab Emirates,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"1 436 400,00"
2007年06月,Romania:Hungary,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"219 600,00"
2007年06月,Portugal:Angola,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"165 420,00"
2007年06月,Portugal:Cape Verde,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"1 197 500,00"
2007年06月,Portugal:Spain,<Submitted Budget(Dec)> FY2022_Plan (Annual),"1 436 400,00"
2007年06月,Poland (Customs):Romania,<Submitted Budget(Dec)> FY2023_Plan (Annual),"83 700,00"
2007年06月,Poland (Customs):Slovakia,<Final Budget(Dec)> FY2020_Final Budget (Annual),"1 737 000,00"
2007年06月,Poland (Customs):Morocco,<Final Budget(Dec)> FY2021_Final Budget (Annual),"740 000,00"
2007年06月,Poland (Customs):Lithuania,<Final Budget(Dec)> FY2022_Plan (Annual),"1 436 400,00"
2007年06月,Poland (Customs):Italy,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"219 600,00"
2007年06月,Poland (Customs):Germany,<Final Budget(Apr)> FY2020_Final Budget (Annual),"81 000,00"
2007年06月,Poland (Customs):France,<Final Budget(Apr)> FY2021_Final Budget (Annual),"96 660,00"
2007年06月,Poland (Customs):Hungary,<Final Budget(Apr)> FY2022_Plan (Annual),"1 207 584,00"
2007年06月,Poland (Customs):Czech Republic,<Final Budget(Apr)> FY2023_Plan (Annual),"1 381 650,00"
2007年06月,Poland (Customs):Austria,<Actual> May (QTD) (FY2020),"105 840,00"
2007年06月,Poland:Morocco,<Actual> June (QTD) (FY2020),"480 000,00"
2007年06月,Poland:Romania,<Actual> July (QTD) (FY2020),"740 000,00"
2007年06月,Poland:Lithuania,<Actual> August (QTD) (FY2020),"212 000,00"
2007年06月,Poland:Slovakia,<Actual> September (QTD) (FY2020),"1 419 900,00"
2007年06月,Poland:Austria,<Actual> October (QTD) (FY2020),"66 900,00"
2007年06月,Poland:Czech Republic,<Actual> November (QTD) (FY2020),"1 436 400,00"
2007年06月,Poland:Hungary,<Actual> December (QTD) (FY2020),"165 420,00"
2007年06月,Poland:Germany,<Actual> January (QTD) (FY2020),"109 800,00"
2007年06月,Poland:France,<Actual> February (QTD) (FY2020),"69 600,00"
2007年06月,Poland:Italy,<Actual> March (QTD) (FY2020),"139 200,00"
2007年06月,Peru:Chile,<Actual> April (QTD) (FY2021),"1 436 400,00"
2007年06月,Netherlands:Trinidad & Tobago,<Actual> May (QTD) (FY2021),"209 900,00"
2007年06月,Netherlands:Tunisia,<Actual> June (QTD) (FY2021),"263 880,00"
2007年06月,Netherlands:Slovenia,<Actual> July (QTD) (FY2021),"1 124 838,00"
2007年06月,Netherlands:Slovakia,<Actual> August (QTD) (FY2021),"335 130,00"
2007年06月,Netherlands:Spain,<Actual> September (QTD) (FY2021),"241 151,00"
2007年06月,Netherlands:Sweden,<Actual> October (QTD) (FY2021),"91 390,00"
2007年06月,Netherlands:Suriname,<Actual> November (QTD) (FY2021),"1 436 400,00"
2007年06月,Netherlands:Germany,<Actual> December (QTD) (FY2021),"219 600,00"
2007年06月,Netherlands:Greece,<Actual> January (QTD) (FY2021),"1 144 104,00"
2007年06月,Netherlands:Hungary,<Actual>February (QTD) (FY2021),"1 852 500,00"
2007年06月,Netherlands:Latvia,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"1 436 400,00"
2007年06月,Netherlands:Italy,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"1 303 567,00"
2007年06月,Netherlands:Kenya,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"164 097,00"
2007年06月,Netherlands:Ireland,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"108 922,00"
2007年06月,Netherlands:Iceland,<Submitted Budget(Dec)> FY2022_Plan (Annual),"1 827 800,00"
2007年06月,Netherlands:Israel,<Submitted Budget(Dec)> FY2023_Plan (Annual),0
2007年06月,Netherlands:Lithuania,<Final Budget(Dec)> FY2020_Final Budget (Annual),"635 000,00"
2007年06月,Netherlands:Luxembourg,<Final Budget(Dec)> FY2021_Final Budget (Annual),"412 796,00"
2007年06月,Netherlands:Nigeria,<Final Budget(Dec)> FY2022_Plan (Annual),"1 852 500,00"
2007年06月,Netherlands:Mali,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"494 000,00"
2007年06月,Netherlands:Malta,<Final Budget(Apr)> FY2020_Final Budget (Annual),"1 235 000,00"
2007年06月,Netherlands:Non-EU Suppression,<Final Budget(Apr)> FY2021_Final Budget (Annual),"461 198,00"
2007年06月,Netherlands:Poland,<Final Budget(Apr)> FY2022_Plan (Annual),"26 795,00"
2007年06月,Netherlands:Portugal,<Final Budget(Apr)> FY2023_Plan (Annual),"1 827 800,00"
2007年06月,Netherlands:Romania,<Actual> May (QTD) (FY2020),0
2007年06月,Luxembourg:Belgium,<Actual> June (QTD) (FY2020),"511 784,00"
2007年06月,Lithuania:Russia,<Actual> July (QTD) (FY2020),"36 556,00"
2007年06月,Macedonia:Albania,<Actual> August (QTD) (FY2020),0
2007年06月,Luxembourg:France,<Actual> September (QTD) (FY2020),"21 934,00"
2007年06月,Luxembourg:Germany,<Actual> October (QTD) (FY2020),"52 117,00"
2007年06月,Lithuania:Estonia,<Actual> November (QTD) (FY2020),"38 433,00"
2007年06月,Lithuania:Latvia,<Actual> December (QTD) (FY2020),"13 397,00"
2007年06月,Malaysia:Singapore,<Actual> January (QTD) (FY2020),"574 560,00"
2007年06月,Malaysia:Philippines,<Actual> February (QTD) (FY2020),"159 600,00"
2007年06月,Malaysia:Papua New Guinea,<Actual> March (QTD) (FY2020),"381 000,00"
2007年06月,Malaysia:Myanmar,<Actual> April (QTD) (FY2021),"43 980,00"
2007年06月,Macedonia:Kosovo,<Actual> May (QTD) (FY2021),"1 270 000,00"
2007年06月,Malaysia:Brunei Darussalam,<Actual> June (QTD) (FY2021),"1 270 000,00"
2007年06月,Malaysia:Fiji,<Actual> July (QTD) (FY2021),"79 800,00"
2007年06月,Latvia:Lithuania,<Actual> August (QTD) (FY2021),"96 398,00"
2007年06月,Lithuania:Belarus,<Actual> September (QTD) (FY2021),"230 124,00"
2007年06月,Kenya:Uganda,<Actual> October (QTD) (FY2021),"563 400,00"
2007年06月,Kenya:Tanzania,<Actual> November (QTD) (FY2021),"95 520,00"
2007年06月,Kenya:Malawi,<Actual> December (QTD) (FY2021),"635 000,00"
2007年06月,Kenya:Ethiopia,<Actual> January (QTD) (FY2021),"79 800,00"
2007年06月,Japan:Vietnam,<Actual>February (QTD) (FY2021),"159 200,00"
2007年06月,Mexico:United States,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"2 968 742,00"
2007年06月,Netherlands:Austria,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"508 000,00"
2007年06月,Netherlands:Barbados,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"79 800,00"
2007年06月,Netherlands:Belgium,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"883 350,00"
2007年06月,Netherlands:Bulgaria,<Submitted Budget(Dec)> FY2022_Plan (Annual),"226 860,00"
2007年06月,Netherlands:Burkina Faso,<Submitted Budget(Dec)> FY2023_Plan (Annual),"199 000,00"
2007年06月,Netherlands:Cyprus,<Final Budget(Dec)> FY2020_Final Budget (Annual),"18 500,00"
2007年06月,Netherlands:Cuba,<Final Budget(Dec)> FY2021_Final Budget (Annual),"55 062,00"
2007年06月,Netherlands:Croatia,<Final Budget(Dec)> FY2022_Plan (Annual),"215 460,00"
2007年06月,Netherlands:Czech Republic,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"2 211 533,00"
2007年06月,Netherlands:Denmark,<Final Budget(Apr)> FY2020_Final Budget (Annual),"528 384,00"
2007年06月,Netherlands:Estonia,<Final Budget(Apr)> FY2021_Final Budget (Annual),"83 651,00"
2007年06月,Netherlands:Finland,<Final Budget(Apr)> FY2022_Plan (Annual),"904 013,00"
2007年06月,Netherlands:Ethiopia,<Final Budget(Apr)> FY2023_Plan (Annual),"107 328,00"
2007年06月,Netherlands:EU Suppression,<Actual> May (QTD) (FY2020),"82 555,00"
2007年06月,Netherlands:France,<Actual> June (QTD) (FY2020),"79 466,00"
2007年06月,Netherlands:Gabon,<Actual> July (QTD) (FY2020),"112 039,00"
2007年06月,Japan:Taiwan,<Actual> August (QTD) (FY2020),"2 896 992,00"
2007年06月,Japan:Thailand,<Actual> September (QTD) (FY2020),"1 271 000,00"
2007年06月,Japan:United States,<Actual> October (QTD) (FY2020),"1 530 000,00"
2007年06月,Japan:Singapore,<Actual> November (QTD) (FY2020),"116 280,00"
2007年06月,Japan:Philippines,<Actual> December (QTD) (FY2020),"170 460,00"
2007年06月,Japan:Malaysia,<Actual> January (QTD) (FY2020),"67 680,00"
2007年06月,"Japan:Korea, South",<Actual> February (QTD) (FY2020),"4 828 320,00"
2007年06月,Japan:India,<Actual> March (QTD) (FY2020),"87 200,00"
2007年06月,Japan:Hong Kong,<Actual> April (QTD) (FY2021),"2 839 512,00"
2007年06月,Japan:Indonesia,<Actual> May (QTD) (FY2021),"1 931 328,00"
2007年06月,Japan:Chile,<Actual> June (QTD) (FY2021),"1 931 328,00"
2007年06月,Japan:Bangladesh,<Actual> July (QTD) (FY2021),"1 026 144,00"
2007年06月,Japan:Australia,<Actual> August (QTD) (FY2021),"692 496,00"
2007年06月,Italy Istat:Switzerland,<Actual> September (QTD) (FY2021),"396 144,00"
2007年06月,Italy Istat:United Kingdom,<Actual> October (QTD) (FY2021),"1 527 000,00"
2007年06月,Italy Istat:Portugal,<Actual> November (QTD) (FY2021),"117 210,00"
2007年06月,Italy Istat:Romania,<Actual> December (QTD) (FY2021),"152 208,00"
2007年06月,Italy Istat:Slovenia,<Actual> January (QTD) (FY2021),"175 392,00"
2007年06月,Italy Istat:Spain,<Actual>February (QTD) (FY2021),"71 467,00"
2007年06月,Italy:Slovenia,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"678 756,00"
2007年06月,Italy:Spain,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"1 156 652,00"
2007年06月,Italy:United Kingdom,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"177 642,00"
2007年06月,Italy:Switzerland,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"3 602 989,00"
2007年06月,Italy Istat:Austria,<Submitted Budget(Dec)> FY2022_Plan (Annual),"99 000,00"
2007年06月,Italy Istat:Algeria,<Submitted Budget(Dec)> FY2023_Plan (Annual),"241 517,00"
2007年06月,Italy Istat:Cuba,<Final Budget(Dec)> FY2020_Final Budget (Annual),"1 428 538,00"
2007年06月,Italy Istat:Cyprus,<Final Budget(Dec)> FY2021_Final Budget (Annual),"473 450,00"
2007年06月,Italy Istat:Croatia,<Final Budget(Dec)> FY2022_Plan (Annual),"177 642,00"
2007年06月,Italy Istat:Belgium,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"388 284,00"
2007年06月,Italy Istat:France,<Final Budget(Apr)> FY2020_Final Budget (Annual),"230 006,00"
2007年06月,Italy Istat:Finland,<Final Budget(Apr)> FY2021_Final Budget (Annual),"714 269,00"
2007年06月,Italy Istat:Germany,<Final Budget(Apr)> FY2022_Plan (Annual),"2 484 820,00"
2007年06月,Italy Istat:Greece,<Final Budget(Apr)> FY2023_Plan (Annual),"776 568,00"
2007年06月,Italy Istat:Malta,<Actual> May (QTD) (FY2020),"1 530 000,00"
2007年06月,Italy Istat:Latvia,<Actual> June (QTD) (FY2020),"232 560,00"
2007年06月,Italy Istat:Lithuania,<Actual> July (QTD) (FY2020),"170 460,00"
2007年06月,Italy Istat:Netherlands,<Actual> August (QTD) (FY2020),"734 950,00"
2007年06月,Italy:Belgium,<Actual> September (QTD) (FY2020),"708 600,00"
